Series Name,Country Name,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Electricity production from coal sources (% of total),Cuba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Mexico,-0.7704187631160995,-0.7274348079222008,-0.5324411426545392,-0.45069803660082997,1.5591051535899698,1.1319200736688995,1.0108502126188004,-2.9361179653744003,3.055974309372999,-0.7278483347543983,-0.3969376568571015,-4.033717718265029,3.06299464643973,0.7548500925379997,-0.5662741471069008,-0.031629476752499386,-0.3689832168414995,0.48848432272709985,-0.37171034282619964
Electricity production from coal sources (% of total),Argentina,-0.12843204699636024,-0.17963207750517984,0.1743748608942699,-0.6140727147163498,-0.49174715473255026,-0.5511046537716069,0.057848813106957,0.65708960417419,0.39129114147388,-0.20069125947818,0.3135619204433,-0.58652242890134,-0.15339492366920005,0.9658588556958199,0.43052205084973005,0.08464871072056024,-0.37158055020496006,-0.3316457131243,-0.1877162756851103
Electricity production from coal sources (% of total),Brazil,0.3050213981815104,-0.2048467829986902,0.7443949752539898,0.21697951612826039,0.2436956456497299,-0.7354433312194399,-0.16689484857608017,0.23541739209131984,-0.06587953889007991,-0.16133776713411008,-0.23548854280653986,0.33936584311561013,-0.5092332521462102,0.09977651077599026,0.12956979952874992,0.2636925158222798,1.22138363473081,0.7165592033038304,0.19283295827368985
Electricity production from coal sources (% of total),France,-0.9192486976580003,2.1929766720343906,-1.00292923655398,-0.5863393527793903,-1.3830367330702398,0.49207330238895963,0.3367955763295898,-0.4231650579727395,0.5865228714881194,-0.7385297691382693,0.36467734710671973,-0.3542673136681005,-0.12108662519441005,0.13719888308426054,-1.5522126607585203,0.58991346230719,0.5891137480271103,-2.13320918852552,0.0034199277496997915
Electricity production from coal sources (% of total),Germany,-1.6019854160519031,0.7613361711992042,-1.9654514821930036,0.9916079792960986,-1.3065575552171964,0.8438380208411971,-0.5991394261888985,-1.6546026047433955,-2.0837400458212016,-1.1820053913366024,1.4884732452601028,-3.6575613065881996,-0.8812389841013015,-0.47113661409380114,1.2138753268172024,1.160171181994997,1.2247605095397986,-1.4310361917034982,-1.5473841372283985
Electricity production from coal sources (% of total),Iceland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Italy,-0.5304849785055001,0.9231149420575999,-0.08344799669140102,0.42069154588710056,2.2178354344069007,1.0558900545905985,0.8291633882800014,1.7905896438705984,-0.5527718842501983,-0.2559430865622012,-0.2563229582689992,-0.6379099504795,-0.4407015421866003,-0.1853247471943007,1.8048172584531006,1.5236156159447987,-1.3574241482298,-0.11489753939119751,-0.6081986352137001
Electricity production from coal sources (% of total),Russian Federation,-0.12680053647950018,0.7945509198655003,-0.5540424793995982,0.932629574553701,-0.9952657522754009,0.15640913953579982,-0.29723256643610085,-1.5485811017052988,0.1027019082617997,0.6023771253410004,-1.2086213665325012,2.2129890236442016,-2.372517986094401,-0.5465967412902994,-0.44090546897590066,0.20730734717800026,-0.5277601756517001,-0.43377334006349955,0.0337340025578996
Electricity production from coal sources (% of total),Spain,2.288804856556901,-1.1612706487251003,3.9862582895542005,-0.0480022570819969,-5.822139664019904,3.5906952100061993,-4.8504451364504995,-0.48457534444159833,-1.1298564730445015,-4.9060748439848005,1.5465244871814008,-8.474916453743798,-3.4139477856264016,-3.831931405744129,6.655118858668429,3.5694504827557996,-4.3626754757434,1.788324084097999,2.488424863213602
Electricity production from coal sources (% of total),United Kingdom,-7.228342894243902,-0.28483282736329585,-4.984285500865102,3.0056304198533006,2.128019178894803,-2.1170068356413054,2.682707427258002,-1.3018282742655956,0.4185877614447975,3.769968240208499,-3.2606580733616966,-2.3056055928718067,-4.685415890332596,0.7493768918327994,1.3170336014568989,9.988543506315203,-3.0017115755440003,-6.738092467895402,-7.505206788267799
Electricity production from coal sources (% of total),United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Albania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Algeria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Angola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Arab World,0.03070276195884003,0.13747999571634995,-0.22765627967827995,0.31313022514600997,0.4782344390568001,-0.16663687864395005,-0.06777422077915984,0.011103655342599605,-0.14068860853655973,-0.09609858586706,-0.17856450428919013,-0.22912673370041992,-0.17367545431716014,-0.12440506809631979,0.050634295562549836,-0.050515775487329995,-0.02589494900370992,0.27490070883737006,0.034539416174099946
Electricity production from coal sources (% of total),Armenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Austria,0.713132096916901,-3.1348708537546504,-0.07462489457456911,2.1508899579028196,1.8991013764645004,-0.2775880488152005,3.495802077279299,-1.6683501116582988,-1.5450266983313004,0.8888592992948006,-1.1912978407763006,-2.084901850260099,-3.179464791261191,2.275965469499191,1.9105679974102987,-2.6915006084825492,0.36876640345975,-1.4859030951752104,0.25627578226387016
Electricity production from coal sources (% of total),Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616326993609861,0.31828409304484107,1.4553260202635379,0.8247452240186903,-0.27738238742347,-1.0446792031359202,-0.019588330348779825,0.05440056225408996,0.3786664253075098,-0.33636173083415977,-0.2802221526995001
Electricity production from coal sources (% of total),Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Belgium,-3.3184587516510966,-0.33288560344910323,-5.551029820251998,4.338509314859198,-3.1307507482801995,-0.594058742291999,-1.749760944689001,-0.2809880529436004,-1.3680716717276002,-1.3164252541055994,-1.410350955848509,-0.859745657999861,-1.8001770634781398,-0.5095080244563297,-0.22711919851625062,0.5763186556183602,-0.4166751907310795,-0.12243445576709,-0.04845941475631044
Electricity production from coal sources (% of total),Benin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Bolivia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Bosnia and Herzegovina,17.216014275255695,2.853160772376505,-4.228103033489198,5.589799719283199,-0.2627648029989018,-0.5390416856567981,8.938513121522696,-6.8441399858938965,-0.7022333210406018,3.5119952109712003,9.925848252490503,2.442537145375894,-7.611384845818598,-7.020051432799399,18.185440721268094,-1.2198242753178903,-11.423169975450406,4.738693022216104,1.1616277718052999
Electricity production from coal sources (% of total),Botswana,-0.35496599318999245,1.0014147410469008,-0.26383732544330485,0.023075847279798722,0.2426460304881033,-0.40476599007290304,-0.2525683927739948,-2.4530302253997007,4.6657974250668985,-0.04003419345599468,-0.11426128238019828,0.7246376811593933,0.0,0.0,-8.577405857740601,-19.994022713687997,10.911623587679898,13.336415446351396,0.6833490925035051
Electricity production from coal sources (% of total),Brunei Darussalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Bulgaria,4.269469912971999,-0.2385042442845986,-1.3955644152430011,-1.0287202767908994,3.049110112822703,-4.1844083433711035,4.780510224675403,0.14418666835020133,-3.7667080567225995,-0.1473659261943041,10.107050512362903,-0.2347199744128048,-2.287924644583697,-0.6682163077175005,5.9233543581970025,-5.936416718199503,-4.0868365709849,0.3748782785359026,0.8062543758003997
Electricity production from coal sources (% of total),Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21169036334913,0.8883096366508703,0.10754716981131995,-0.6273519117917901,6.9248666092470605,18.67913147042121,20.212440730995397
Electricity production from coal sources (% of total),Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Central Europe and the Baltics,0.6209191477246989,-1.1935196025305004,0.4294361524246,2.105694326222199,-1.4891430117804987,-1.766815350502398,1.4727884387463988,-1.588247734389796,-0.792034213319404,0.8292999363848992,0.7469140771505991,-1.6363998658595946,-1.3327877179252,-0.6210771690816017,1.8121464133350997,-1.9839059445363034,-1.9141537626857001,-1.540205648252396,0.7269191188398949
Electricity production from coal sources (% of total),Chile,-2.755457911753602,3.7885115779325993,1.3226727935481044,-12.137567091917504,-9.7534227503506,0.19543669044769985,-1.1516954693023997,4.655241592721101,-1.3305330800274007,5.418105317418499,3.5020348761443003,0.9751363776739019,0.8965108824935974,3.3750130394440028,1.9474529465612989,6.4693431101926,5.0560349157969995,-5.042477401652803,0.805850474881403
Electricity production from coal sources (% of total),Colombia,2.5474929579451304,-0.8999520548143405,-1.40158080987674,0.5383578128268098,0.33336645428954004,-0.31302818063962956,1.1671207005006696,-2.27666525256571,0.8903788621572302,0.5540009910068395,0.8390446920411803,-0.88485041076318,1.9990672161883003,-0.5210480993042799,-3.12097231694905,1.7016000892722296,3.520701805816831,1.1856614156473988,1.6740062856167004
Electricity production from coal sources (% of total),"Congo, Dem. Rep.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),"Congo, Rep.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Cote d'Ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Croatia,3.91767906487542,-0.2946477203392899,-0.7207833649731699,9.794488094758641,-0.9448200394477002,3.773830116324799,1.6234016823906003,-2.8313543726120987,2.4377055520492004,-0.3645318236942998,1.8494830048796977,0.20669631264700072,-7.1202666963636005,3.7183238794046005,6.8441368243111995,-1.8361987905868986,-3.7685877090593003,0.2657212084715006,2.930965998543698
Electricity production from coal sources (% of total),Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Czech Republic,0.7991453569971014,-0.7715828482146918,-1.4367958576280984,3.243223138458802,-1.3853718047558061,-5.2335431193749,-4.646339913408497,-1.0807737470377035,0.7494081036570961,-1.3282919085788976,2.124632553944302,-2.339229324738298,-2.680033908306605,-1.2685353264520955,-1.2325390727580015,-3.3513765210698025,-2.896534091133198,0.3331493736440976,1.905984452249001
Electricity production from coal sources (% of total),Denmark,-9.1367332908587,-7.358311125177096,-5.936100298505501,-5.349775890918195,0.983117261955698,-0.7580792769336,8.3228176441581,-8.6145131220864,-3.5178881210641038,11.198555345001601,-3.2671804763072956,-2.903099412450203,0.9238287543279,-4.853392203924898,-4.088109929398904,-5.343989194389401,6.8084719554586,-6.759013661258699,-9.832472506839398
Electricity production from coal sources (% of total),Dominican Republic,-0.26951410746720006,-3.67606412382532,0.0,0.0,1.46840584238069,2.75251274396929,4.80806591354576,1.4591421491807601,-0.2605158189664003,1.2587823181148003,0.7597279145706004,0.9006022059760994,0.8297105756349996,-1.729369557270699,0.11562422524539961,0.40017892110309994,-1.0058387750473,2.261768759748799,-1.1618867609827
Electricity production from coal sources (% of total),Early-demographic dividend,-0.21971802013249686,-0.9016962606316028,0.11621245379540568,0.2421002422331,0.47121060717069696,-0.09997462918880018,-0.5970914348973011,-0.45420062314600074,-0.25148693536829825,0.06834850031680162,0.024346794150801543,-0.39195584982540055,0.04659670033269947,0.188285824031297,0.6152485564690977,1.5788053251959013,0.30378509073020155,1.1886131120222032,0.5771287487574952
Electricity production from coal sources (% of total),East Asia & Pacific,0.6728001638809005,0.6231939001388014,1.5933683309817965,1.8858964338690996,1.1487687364718013,1.3991869958885985,2.858682964684604,0.3855295081809942,1.814220457127206,1.7993968279319006,1.773531731716595,-0.5806584958574987,0.7129137607687994,-0.5758370721993984,2.4316922385069972,-0.9697134371106984,0.442091283787299,-1.5807497390400016,-1.0655722947798978
Electricity production from coal sources (% of total),East Asia & Pacific (excluding high income),0.24988693502019999,-0.41929123465109797,2.0380414001366063,1.1681882434329935,-1.1164752436159944,1.4218725283885902,2.308008730398811,-0.5094203253300122,1.4890701838449019,1.7673547054788088,1.2512907512335971,-2.0059817571246015,-0.26347440668689615,-0.6192617183718028,2.292971926027704,-2.6903698409848005,-0.037099468692701976,-2.376406082190698,-1.7495039507306984
Electricity production from coal sources (% of total),East Asia & Pacific (IDA & IBRD countries),0.1539176942669087,-0.4113511318626024,2.012335209781895,1.1191875771901039,-1.1313312090671985,1.4188878432197924,2.32678716801621,-0.5281673835373084,1.4792479707185038,1.7336853357924014,1.2606521638799961,-2.0196868974876026,-0.3055861382715932,-0.6252826837416023,2.2956803550702034,-2.7046831509086076,-0.037688438575301575,-2.4008520151534896,-1.7785293251384076
Electricity production from coal sources (% of total),Ecuador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),"Egypt, Arab Rep.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),El Salvador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Estonia,0.45083356558211896,0.27957042253324305,0.009925959411470009,0.7664066073623901,0.21887737304612997,1.07976492171285,-0.6797779040245002,-0.5885057248139598,0.1950256542128599,0.39058326098780993,-0.4891451861487597,0.6187542345896997,1.8967441473813702,-1.3786554960490802,0.2035210752407801,0.8698829353306197,-1.9910063408837595,1.9166569069907395,1.1738844668717405
Electricity production from coal sources (% of total),Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Euro area,-0.7366177795968021,0.24158949220470305,-0.876938905024403,0.5090316080808996,-1.089142741787498,0.7670781523953991,-0.19673103951259918,-0.7282061890959,-0.954684959825201,-0.9097713089940989,0.4607597221614981,-2.798276936468298,-0.8766154599241993,-0.9104466584869009,1.025787179026299,1.5622557384246996,-0.2860753361153989,-0.5797641044026989,0.25824699232349957
Electricity production from coal sources (% of total),Europe & Central Asia,-1.1953210100798977,-0.07859031564310115,-1.177274423207102,0.8294226801618017,-0.3727721130828989,-0.001906588936900988,0.5719730258783002,-1.300106907944599,-0.5039733531763027,0.5050305330797009,-0.12251372149989948,-1.0692700725535005,-1.3184518589810992,-0.6116375076801006,0.9722739369662001,0.8476640138052005,-0.34507472731170097,-1.1512928504196012,-0.5848569698239992
Electricity production from coal sources (% of total),Europe & Central Asia (excluding high income),0.27171006510359774,0.20411827510270086,-0.7100581253378984,0.6741975804687002,-0.03873949831030288,-0.5217651917053985,-0.0012457939300993814,-1.4522643467891,0.5110824368338989,0.9916710974619996,0.35675381463959965,1.8577858842918005,-1.6210936614214972,-0.5550923811189001,0.9793563797584994,-0.24491392248519972,-0.23469258447279984,-0.5846190832240019,-0.3727126148930999
Electricity production from coal sources (% of total),Europe & Central Asia (IDA & IBRD countries),0.17460108227280102,0.11049473762259865,-0.7201102268772992,0.8557337321751994,-0.1847818014838012,-0.5432058263278989,0.28018387486519813,-1.6186533869639987,0.28157830514340176,0.9399403776210988,0.1295002101016003,1.3177767070538984,-1.6059156620628983,-0.7502414904265002,1.0543253062201003,-0.5730136372153005,-0.4034288333686007,-0.8902379133867981,-0.3174218946545011
Electricity production from coal sources (% of total),European Union,-1.091845856714098,-0.2689423977582024,-0.8867287123890968,0.8018599735382992,-1.1272081344583995,0.5290879814538982,0.4184502667169987,-1.2733836087495973,-1.0492902988573007,-0.22679992227670098,0.3531159829711008,-2.5964107934157994,-0.8142099285574993,-0.9859228268171023,1.1656001182435993,0.5757571277605003,-0.27337846171129954,-0.7165847608641975,0.04863054054949956
Electricity production from coal sources (% of total),Finland,-3.320443853369497,-6.790492422982501,1.6023876221072992,-0.7443845143994992,2.008241100018399,2.688423550957701,5.843495107966898,-3.6871171178551982,-9.777910946911302,10.575122423467601,-2.7380347743433013,-6.135594817787899,4.204772665579801,2.6669846670015005,-4.735515537889102,-3.2363910212452005,4.9339276544538,-3.358368489954799,-4.055815428288321
Electricity production from coal sources (% of total),Fragile and conflict affected situations,-0.07926891451452978,-0.36462894393207,-0.29137968157759997,0.9949743988979598,0.6144094391426602,-0.03862754687638992,-0.4806472232075403,0.07660692414766013,0.13104750875830984,-0.6744879567094899,-0.05971629065273998,-0.16062281212647012,-0.1627282893104498,0.22176358992367984,0.46505660522013015,0.006419565986210074,0.14815744895682004,-0.4448043079367503,0.23725905329729002
Electricity production from coal sources (% of total),Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Ghana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Gibraltar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Greece,1.6686574980929976,-0.49860111762539816,-4.695972852283489,-1.3287324118322061,2.5287332036881054,-2.678844846627811,-3.338959353690896,-0.5806466695419985,-0.3472538675980985,-6.196127464294804,1.6815376058534,-2.2748327789836935,2.9395771507781987,-2.2754948790790053,-1.1880608017275947,-1.2891228501960015,-4.9731420829483,4.9073234697901995,-8.481683314843004
Electricity production from coal sources (% of total),Guatemala,0.0,0.0,0.733166120007718,8.178870917029322,-0.3410962823844894,7.2261841040132495,-2.0919004497744,0.8052423704610998,-1.2790094554612992,0.27576775570709877,-0.6132095473917989,0.17090761530439913,-4.962789843653269,5.054281854131769,-0.19486412868980096,0.19187013517130147,2.632869158109699,1.501687310224602,4.072123651332998
Electricity production from coal sources (% of total),Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity production from coal sources (% of total),Heavily indebted poor countries (HIPC),-0.03817309222529999,-0.0018043044360609994,-0.008636629582915695,0.1820086845914877,0.006337841315359027,0.021143775818858956,-0.023496658457896002,-0.004263266917688968,-0.05947708536113,-0.04157668806496001,-0.008737302475269992,-0.0005632758962109963,-0.013912144025737011,0.0018708191412420139,0.10224319939336499,-0.015537529389641008,-0.026696409735081,-0.04176491553164299,0.008944952212549012
Electricity production from coal sources (% of total),High income,-0.051161358418902125,-0.07179389423699689,-0.6196833762802001,0.9741904039548004,-0.5932826979961021,-0.12213181820679608,0.7145301677534945,-0.9150709683325999,-0.26411530748329426,-0.337956038767004,-0.3214501393834013,-0.8618670243142006,-1.800420778119694,-0.32878868085130364,-0.8080392602008999,-1.2648857984721005,0.32746251834700146,-0.6952717812205016,-2.4217615237475982
Electricity production from coal sources (% of total),Honduras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31974389128446,-0.11819350368755988,-0.0497049578223101,-0.6417682961592629,0.527290406819703
Electricity production from coal sources (% of total),"Hong Kong SAR, China",-22.3660422341988,5.496520586042095,-8.90728120326429,4.342818132330997,0.9419750754932963,2.3509311291215056,13.926984415764991,-8.745825664976493,1.3782697443695042,-1.4597028614506087,4.388463182197498,-5.1205314298039895,2.6447936623115993,-8.776178185818203,9.0625107319702,-0.7348968497336017,4.520794218663198,1.3532860269013014,-10.735358188366604
Electricity production from coal sources (% of total),Hungary,-0.8478143767675981,-0.8115647896688003,1.1807196628947985,0.3422685238245009,-3.0801186001877987,0.5620471488646999,2.036378964643898,-2.363130346375499,-4.753477391355702,-0.20799526115019873,-1.0412254888537014,-0.7349870169981969,-0.13614952000660097,-0.873314625243502,1.3568642499800028,0.39539571717550004,2.329434855865898,-0.27190123614920125,-1.3302188296030977
Electricity production from coal sources (% of total),IBRD only,0.12237567595419563,-0.4774710610405961,0.6660561087020014,0.8947728147755001,0.3354789611287998,0.9618546368802967,1.5310145786315985,0.04136895669650187,1.3115130420472028,1.7693443390591952,1.4029276283870047,-0.4246735394765011,0.2913001583545949,0.17406706514630343,2.0512655914002025,-0.6439061301037015,0.6795264197683011,-0.8643998344170996,-0.5713736936403038
Electricity production from coal sources (% of total),IDA & IBRD total,0.13663267615579855,-0.46836165672780083,0.5856946994065027,0.9156465253311978,0.31283047132480135,0.9008711322329006,1.5080806112508967,0.03771384858290361,1.2856810907597023,1.7137192179288974,1.4677524228712002,-0.32516338818820145,0.2542891052575982,0.22365870966260104,2.0501738374533005,-0.5670461948367986,0.6971305125014027,-0.8281352219370035,-0.524154112708203
Electricity production from coal sources (% of total),IDA blend,-0.07896246263176021,-0.3463812121684695,-0.4629703162277803,-0.4104468187707999,0.6014599610859399,-0.39962225243040983,-0.89285319273842,0.20531544915473,-0.03826413352199998,-1.01550706255681,-0.19246169097158994,-0.11908261634762018,-0.047720110479720024,0.4138052653436701,0.5008245636903501,-0.16736004974565022,0.26503793742974,-0.06237255589436996,-0.0008290767320899839
Electricity production from coal sources (% of total),IDA only,0.030805889425026045,-0.046209417710093015,-0.280487694668683,1.8745734204657367,0.32859705107552006,0.2486853619374303,-0.1820001146577903,-0.12908719573995997,0.60145517602778,-0.07614254806842968,0.31206993079659995,0.020093010835009917,-0.66499280482138,-0.07888956864794006,0.23693248168425995,0.07897485486624012,0.24699438470450996,-0.2548600292895098,0.7936718131975598
