Series Name,Country Name,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Cuba,922000000,870000000,779000000,881000000,944000000,930000000,939000000,720000000,789000000,420000000,406000000,416000000,564000000,545000000,467000000,474000000,573000000,706000000,674000000,753000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Mexico,7452000000,6996000000,7436000000,7258000000,7599000000,8102000000,7904000000,8763000000,9121000000,10401000000,9086000000,10038000000,8052000000,7949000000,8616000000,8829000000,10478000000,11541000000,14000000000,17082000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Argentina,363000000,461000000,498000000,571000000,708000000,672000000,941000000,1114000000,1247000000,1362000000,1728000000,1688000000,1618000000,1402000000,2220000000,2155000000,2752000000,2942000000,2719000000,2752000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Brazil,6754000000,7383000000,7510000000,8368000000,7846000000,9015000000,10280000000,11955000000,12537000000,13684000000,14960000000,18670000000,20654000000,23840000000,33672000000,34939000000,40287000000,46977000000,58221000000,70487000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",France,2431000000,2688000000,2674000000,2892000000,3039000000,3471000000,3809000000,4113000000,4385000000,4845000000,6035000000,8304000000,10172000000,12664000000,15482000000,19608000000,24320000000,25956000000,28977000000,34917000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Germany,4594000000,5705000000,7686000000,9070000000,13743000000,15162000000,21353000000,27869000000,36538000000,42867000000,51630000000,67151000000,72806000000,75827000000,83856000000,106102000000,121703000000,129368000000,142926000000,168389000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Iceland,346000000,375000000,655000000,1136000000,1323000000,1451000000,1433000000,1406000000,1485000000,1662000000,2633000000,3580000000,4038000000,4553000000,4465000000,4702000000,5209000000,5248000000,5247000000,5014000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Italy,4186000000,4603000000,5256000000,5950000000,6680000000,7537000000,8797000000,10196000000,11533000000,12372000000,13641000000,14899000000,16540000000,20117000000,25849000000,37140000000,50348000000,59238000000,62134000000,63368000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Russian Federation,57000000,57000000,58000000,60000000,82000000,117000000,179000000,375000000,452000000,458000000,512000000,506000000,494000000,501000000,545000000,562000000,527000000,486000000,743000000,970000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Spain,1459000000,2218000000,2898000000,4485000000,6238000000,8414000000,11958000000,15300000000,19086000000,23870000000,26190000000,30974000000,38779000000,47669000000,55472000000,56927000000,66417000000,74541000000,71100000000,68948000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",United Kingdom,2292000000,2777000000,3531000000,4280000000,4884000000,5493000000,6340000000,7391000000,9294000000,12016000000,13513000000,14612000000,16706000000,20017000000,22220000000,28851000000,35840000000,48576000000,58694000000,77262000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000000,301000000,296000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Albania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Algeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Arab World,1000000,3000000,3000000,27000000,227000000,459000000,436000000,613000000,775000000,808000000,846000000,1166000000,1262000000,1631000000,2515000000,2561000000,2436000000,3534000000,4457000000,5117000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Armenia,0,0,0,0,0,0,0,0,0,0,0,3000000,2000000,4000000,7000000,3000000,4000000,4000000,4000000,4000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Austria,1574000000,1714000000,1868000000,1649000000,1599000000,1777000000,1668000000,2098000000,3010000000,3936000000,5151000000,6236000000,6344000000,6281000000,6617000000,6627000000,7404000000,8322000000,8934000000,10187000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Azerbaijan,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1000000,0,0,69000000,92000000,101000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Bahrain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000000,149000000,158000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Belarus,0,0,0,0,0,0,0,0,1000000,1000000,3000000,15000000,34000000,61000000,85000000,96000000,101000000,128000000,130000000,171000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Belgium,322000000,283000000,370000000,509000000,584000000,634000000,778000000,945000000,1180000000,1818000000,2593000000,3097000000,4008000000,5111000000,6182000000,8181000000,10101000000,11295000000,11921000000,14148000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Benin,0,0,0,0,0,0,0,0,0,0,4000000,3000000,3000000,1000000,1000000,0,0,0,0,5000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Bolivia,47000000,48000000,50000000,52000000,54000000,54000000,54000000,54000000,54000000,56000000,60000000,72000000,97000000,121000000,119000000,122000000,123000000,60000000,201000000,215000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Botswana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,1000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Brunei Darussalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,2000000,2000000,2000000,2000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Bulgaria,0,0,0,0,0,0,0,0,1000000,5000000,20000000,47000000,138000000,248000000,731000000,1018000000,2101000000,2845000000,2783000000,3107000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Cambodia,0,0,0,0,1000000,1000000,1000000,8000000,14000000,15000000,17000000,18000000,19000000,21000000,23000000,23000000,23000000,14000000,20000000,41000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Cameroon,0,0,0,0,0,0,0,0,0,0,643000000,76000000,77000000,71000000,59000000,61000000,64000000,68000000,72000000,76000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Caribbean small states,270000000,279000000,223000000,221000000,225000000,199000000,88000000,75000000,126000000,144000000,174000000,157000000,122000000,203000000,180000000,229000000,284000000,277000000,268000000,294000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Central Europe and the Baltics,490000000,740000000,905000000,993000000,905000000,1297000000,1343000000,1581000000,2868000000,4439000000,5338000000,7175000000,9821000000,13144000000,17652000000,24948000000,32995000000,37275000000,45620000000,51691000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Chile,1738000000,1743000000,1161000000,1010000000,941000000,2075000000,1951000000,1814000000,2038000000,1797000000,1438000000,2705000000,3121000000,4353000000,2579000000,5011000000,5263000000,6323000000,7250000000,8991000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Colombia,496000000,483000000,532000000,457000000,496000000,496000000,491000000,495000000,519000000,552000000,593000000,581000000,591000000,599000000,2456000000,2040000000,2008000000,2106000000,2196000000,2262000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)","Congo, Dem. Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000000,18000000,9000000,10000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)","Congo, Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Costa Rica,544000000,632000000,685000000,909000000,1176000000,1187000000,1433000000,1274000000,1486000000,1423000000,1563000000,1559000000,1411000000,1635000000,1680000000,1834000000,2111000000,2188000000,2457000000,2637000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Cote d'Ivoire,0,0,0,0,0,0,0,0,107000000,110000000,112000000,115000000,118000000,72000000,69000000,64000000,66000000,68000000,70000000,105000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Croatia,9000000,1000000,9000000,9000000,1000000,0,0,0,6000000,24000000,30000000,43000000,61000000,79000000,172000000,256000000,425000000,653000000,930000000,1119000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Cyprus,0,0,0,0,0,0,0,0,0,1000000,1000000,3000000,15000000,31000000,73000000,178000000,257000000,327000000,317000000,398000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Czech Republic,292000000,494000000,587000000,677000000,526000000,523000000,506000000,496000000,722000000,752000000,970000000,1321000000,1707000000,2225000000,3113000000,5285000000,5936000000,6575000000,7263000000,7627000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Denmark,2060000000,2910000000,3898000000,4348000000,5542000000,5818000000,6757000000,8057000000,9498000000,9789000000,9178000000,10277000000,10070000000,10044000000,12408000000,14164000000,14820000000,15955000000,17976000000,18944000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Dominican Republic,40000000,48000000,30000000,28000000,32000000,32000000,24000000,23000000,26000000,22000000,22000000,22000000,22000000,22000000,22000000,56000000,263000000,707000000,772000000,972000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Early-demographic dividend,19542000000,20642000000,22558000000,25777000000,30499000000,32323000000,33598000000,36448000000,39737000000,43792000000,48424000000,54502000000,59290000000,68709000000,76501000000,88074000000,103336000000,115880000000,134953000000,156185000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",East Asia & Pacific,30218000000,32706000000,33569000000,36998000000,40393000000,40996000000,42473000000,44654000000,47865000000,55917000000,62605000000,71247000000,90054000000,111840000000,154825000000,191239000000,230493000000,307604000000,367895000000,445187000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",East Asia & Pacific (excluding high income),11393000000,13131000000,14721000000,17226000000,20187000000,20311000000,20648000000,20933000000,22191000000,25579000000,29860000000,34875000000,51633000000,72110000000,94270000000,125890000000,158917000000,223128000000,261883000000,319166000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",East Asia & Pacific (IDA & IBRD countries),11393000000,13131000000,14721000000,17226000000,20187000000,20311000000,20648000000,20933000000,22191000000,25579000000,29860000000,34875000000,51633000000,72110000000,94270000000,125890000000,158917000000,223128000000,261883000000,319166000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Ecuador,0,0,0,0,0,0,0,0,0,103000000,146000000,220000000,211000000,220000000,239000000,281000000,298000000,357000000,495000000,543000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)","Egypt, Arab Rep.",0,0,0,24000000,137000000,221000000,204000000,368000000,523000000,552000000,616000000,831000000,913000000,1133000000,1704000000,1747000000,1497000000,1574000000,1691000000,1598000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",El Salvador,431000000,486000000,451000000,598000000,786000000,966000000,993000000,1067000000,1072000000,1140000000,1283000000,1527000000,1693000000,1756000000,1808000000,1817000000,1910000000,2001000000,1997000000,2110000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Eritrea,0,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000,2000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Estonia,5000000,8000000,12000000,12000000,13000000,11000000,24000000,36000000,38000000,89000000,116000000,124000000,169000000,509000000,1017000000,1149000000,1435000000,1194000000,1362000000,1475000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Ethiopia,0,0,26000000,20000000,5000000,1000000,0,0,0,0,0,0,14000000,24000000,18000000,37000000,192000000,356000000,499000000,759000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Euro area,23334000000,28369000000,33861000000,37272000000,45903000000,51790000000,64815000000,77930000000,96330000000,113365000000,133336000000,159665000000,183099000000,205239000000,236871000000,283885000000,333244000000,367773000000,386341000000,426101000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Europe & Central Asia,32031000000,39507000000,47314000000,52407000000,64533000000,71515000000,86915000000,103372000000,129576000000,151932000000,175622000000,209566000000,239374000000,270793000000,314332000000,380609000000,449643000000,507581000000,549850000000,625026000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Europe & Central Asia (excluding high income),317000000,434000000,392000000,298000000,363000000,469000000,484000000,635000000,714000000,689000000,848000000,1503000000,2128000000,3181000000,5525000000,7694000000,10851000000,14681000000,17567000000,22967000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Europe & Central Asia (IDA & IBRD countries),459000000,617000000,636000000,504000000,590000000,927000000,975000000,1217000000,1849000000,2365000000,3131000000,4662000000,6674000000,9582000000,14082000000,20343000000,28978000000,35154000000,44479000000,54506000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",European Union,28141000000,34986000000,41748000000,45624000000,56819000000,62921000000,77397000000,92421000000,116470000000,135684000000,156442000000,187411000000,214041000000,240776000000,280215000000,337112000000,396039000000,437523000000,466091000000,517425000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Finland,5901000000,7909000000,9357000000,8413000000,8719000000,8342000000,9054000000,9474000000,10561000000,9684000000,10972000000,10146000000,10669000000,9013000000,11273000000,11730000000,11701000000,12791000000,12874000000,13756000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Fragile and conflict affected situations,0,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,3000000,750000000,143000000,161000000,133000000,159000000,194000000,253000000,260000000,233000000,223000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Gabon,7000000,7000000,7000000,7000000,7000000,7000000,7000000,7000000,8000000,8000000,8000000,8000000,8000000,9000000,9000000,9000000,12000000,11000000,12000000,12000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,4000000,3000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Gibraltar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Greece,38000000,36000000,70000000,163000000,451000000,835000000,777000000,1126000000,1246000000,1389000000,1814000000,2003000000,2438000000,2811000000,3062000000,4132000000,5748000000,8003000000,7701000000,8752000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Guatemala,443000000,525000000,309000000,595000000,606000000,610000000,634000000,802000000,879000000,883000000,940000000,1139000000,1156000000,1501000000,1829000000,1740000000,1837000000,2009000000,2510000000,2803000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Haiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Heavily indebted poor countries (HIPC),530000000,544000000,461000000,324000000,407000000,430000000,497000000,603000000,751000000,977000000,1658000000,1114000000,1219000000,1294000000,1387000000,2026000000,2886000000,3442000000,3893000000,4743000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",High income,130427000000,137611000000,144179000000,155136000000,171471000000,175503000000,201314000000,220515000000,253771000000,288263000000,323888000000,371434000000,425449000000,480753000000,571433000000,673264000000,774402000000,886419000000,984876000000,1103046000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Honduras,0,0,0,1000000,1000000,9000000,30000000,36000000,53000000,128000000,142000000,168000000,197000000,168000000,160000000,765000000,1029000000,1036000000,921000000,1450000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)","Hong Kong SAR, China",0,0,0,0,0,0,0,0,0,0,1000000,1000000,1000000,1000000,93000000,80000000,91000000,95000000,106000000,106000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Hungary,50000000,53000000,60000000,65000000,65000000,71000000,43000000,165000000,731000000,1668000000,1307000000,1673000000,2144000000,2667000000,2832000000,2486000000,2433000000,2575000000,2839000000,2977000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",IBRD only,31875000000,34520000000,36161000000,41038000000,45447000000,50148000000,53035000000,58071000000,63481000000,72570000000,82471000000,99820000000,123891000000,159814000000,203150000000,253205000000,313215000000,402257000000,478075000000,575837000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",IDA & IBRD total,32873000000,35504000000,37084000000,41815000000,46358000000,51128000000,53987000000,59537000000,65349000000,74640000000,85327000000,102094000000,126416000000,162641000000,206216000000,256998000000,317979000000,408563000000,487125000000,586201000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",IDA blend,515000000,488000000,512000000,505000000,557000000,603000000,508000000,909000000,1157000000,1134000000,1884000000,1290000000,1461000000,1704000000,1833000000,1927000000,2040000000,2836000000,5252000000,5704000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",IDA only,483000000,496000000,411000000,272000000,354000000,377000000,444000000,557000000,711000000,936000000,972000000,984000000,1064000000,1123000000,1233000000,1866000000,2724000000,3470000000,3798000000,4660000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",IDA total,998000000,984000000,923000000,777000000,911000000,980000000,952000000,1466000000,1868000000,2070000000,2856000000,2274000000,2525000000,2827000000,3066000000,3793000000,4764000000,6306000000,9050000000,10364000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Indonesia,2357000000,2610000000,2622000000,2733000000,4875000000,6039000000,6249000000,6309000000,6676000000,6626000000,6690000000,7057000000,8356000000,9362000000,9457000000,9578000000,9678000000,9583000000,10987000000,11181000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)","Iran, Islamic Rep.",0,0,0,35000000,37000000,34000000,30000000,27000000,47000000,71000000,125000000,143000000,196000000,227000000,173000000,239000000,230000000,397000000,405000000,236000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Ireland,41000000,131000000,254000000,278000000,339000000,431000000,470000000,540000000,764000000,1242000000,1751000000,2127000000,2619000000,3206000000,3129000000,4716000000,4454000000,5029000000,5681000000,7051000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Israel,0,0,0,0,0,10000000,11000000,12000000,11000000,11000000,10000000,10000000,16000000,75000000,139000000,272000000,451000000,543000000,908000000,1190000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Jamaica,253000000,261000000,205000000,203000000,205000000,170000000,62000000,63000000,103000000,122000000,129000000,138000000,102000000,184000000,180000000,229000000,284000000,277000000,268000000,294000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Jordan,1000000,3000000,3000000,3000000,3000000,8000000,8000000,9000000,9000000,8000000,9000000,13000000,12000000,10000000,12000000,11000000,9000000,9000000,8000000,131000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,6000000,14000000,179000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Kenya,515000000,488000000,512000000,505000000,557000000,603000000,508000000,909000000,1157000000,1134000000,1138000000,1151000000,1305000000,1576000000,1680000000,1735000000,1808000000,2205000000,4234000000,4659000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)","Korea, Dem. People’s Rep.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Kyrgyz Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Late-demographic dividend,13153000000,14840000000,14875000000,16898000000,16920000000,20185000000,21898000000,24256000000,26670000000,32607000000,39858000000,52182000000,72512000000,100591000000,136190000000,177749000000,222798000000,299847000000,358785000000,437450000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Latin America & Caribbean,20164000000,20644000000,20228000000,21401000000,21925000000,24873000000,26347000000,28901000000,30650000000,33149000000,33598000000,40160000000,41487000000,46403000000,58561000000,62820000000,72400000000,83369000000,100735000000,121451000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Latin America & Caribbean (excluding high income),18350000000,18831000000,18983000000,20297000000,20905000000,22709000000,24313000000,27016000000,28529000000,31268000000,32041000000,37280000000,37489000000,41173000000,54992000000,56813000000,65989000000,75788000000,91178000000,108089000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Latin America & the Caribbean (IDA & IBRD countries),19242000000,19774000000,19449000000,20520000000,20981000000,23943000000,25408000000,28181000000,29861000000,32729000000,33192000000,39744000000,40923000000,45858000000,58094000000,62346000000,71827000000,82663000000,100061000000,120698000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Latvia,1000000,2000000,2000000,2000000,4000000,6000000,21000000,72000000,87000000,88000000,88000000,95000000,103000000,99000000,115000000,190000000,402000000,622000000,810000000,916000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Least developed countries: UN classification,47000000,49000000,76000000,71000000,60000000,66000000,73000000,68000000,62000000,75000000,84000000,77000000,89000000,113000000,153000000,181000000,322000000,640000000,803000000,1105000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Lithuania,0,0,0,0,0,2000000,4000000,7000000,7000000,9000000,38000000,160000000,200000000,260000000,371000000,632000000,760000000,1005000000,1112000000,1329000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Low & middle income,31614000000,34128000000,36054000000,41087000000,45624000000,48958000000,51949000000,57341000000,62412000000,71050000000,81447000000,96003000000,117950000000,151068000000,194004000000,238320000000,293509000000,380715000000,450825000000,541494000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Low income,0,1000000,27000000,21000000,6000000,3000000,2000000,3000000,3000000,5000000,7000000,14000000,21000000,33000000,27000000,44000000,218000000,387000000,521000000,782000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Lower middle income,8934000000,9793000000,11443000000,14451000000,16576000000,16900000000,17881000000,19917000000,22634000000,25115000000,31022000000,34969000000,39980000000,47492000000,51992000000,61398000000,72732000000,82161000000,94798000000,105515000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Luxembourg,15000000,20000000,28000000,37000000,49000000,50000000,51000000,61000000,91000000,117000000,135000000,148000000,151000000,161000000,159000000,184000000,209000000,251000000,291000000,332000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Malaysia,0,0,0,0,0,1000000,1000000,1000000,1000000,1000000,1000000,1000000,0,1168000000,1006000000,1057000000,866000000,1281000000,928000000,1024000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,10000000,26000000,35000000,75000000,100000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Mauritius,225000000,250000000,320000000,299000000,431000000,478000000,452000000,449000000,470000000,453000000,446000000,468000000,486000000,487000000,553000000,496000000,505000000,500000000,505000000,559000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Middle East & North Africa,1000000,3000000,3000000,62000000,264000000,503000000,477000000,652000000,833000000,890000000,981000000,1319000000,1474000000,1933000000,2828000000,3082000000,3143000000,4509000000,5845000000,6643000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Middle East & North Africa (excluding high income),1000000,3000000,3000000,62000000,264000000,493000000,466000000,640000000,822000000,879000000,971000000,1309000000,1458000000,1858000000,2688000000,2800000000,2665000000,3830000000,4560000000,5056000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Middle East & North Africa (IDA & IBRD countries),1000000,3000000,3000000,62000000,264000000,493000000,466000000,640000000,822000000,879000000,971000000,1309000000,1458000000,1858000000,2688000000,2800000000,2665000000,3830000000,4560000000,5056000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Middle income,31614000000,34127000000,36027000000,41066000000,45618000000,48955000000,51947000000,57338000000,62409000000,71045000000,81440000000,95989000000,117929000000,151035000000,193977000000,238276000000,293291000000,380328000000,450304000000,540712000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,15000000,19000000
"Electricity production from renewable sources, excluding hydroelectric (kWh)",Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000000,170000000,170000000
