Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Albania,ALB,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,904.346640328557,694.664802792381,734.849913537668,1414.70378393053,1449.64741324695,1351.23079642883,1578.16591882688,1469.26453867857,1797.52548696885,1722.07284972507,1218.36014605619,1213.12436932179,1617.7441562046,1835.68407241763,1943.34335385842,2205.70392004668,2118.32777605579,2533.25282927106,2309.36650255581,..,..,..,..,..,..
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,48.2614510197258,55.7192042846213,62.4192601291838,25.5848222508749,27.2498953537045,36.0857908847185,27.5013376136972,28.8862179487179,11.452015697467,11.5377549145692,45.0579290369298,72.9020979020979,38.530418751646,23.5870818915802,12.6585623678647,24.9343832020997,23.6825396825397,27.9925276620204,23.6875529212532,..,..,..,..,..,..
Albania,ALB,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.33466168687347,1.37004475080794,0.40804854419621,0.568538852871218,1.09469011479979,0.732448642826781,0.75561303858484,0.762016171544342,0.776287569841788,1.04998352408185,1.43088868879178,2.17159268687785,1.62906887489361,0.979989768322492,2.03373566874262,3.45505654734862,3.59604682038928,3.57832620500188,3.574868782465,1.82139199623227,1.04425520513404,1.60653928889827,2.35447547525245,..,..
Albania,ALB,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0.00159317733278678,0.000290033248544629,0.000677596291126094,0.000101382167665979,0.000630967234038168,0.00152637360804141,0.000302905411190802,0.00108580173575479,0.00736227839955749,0.00328171938218552,0.00295688291355415,0.00388985061760441,0.0136135923450622,0.000626620431809956,0.00117823059403094,0.000744960947765913,0.000299874702550819,7.41277686472848E-05,0,0.00592491720916294,0.00038774045375562,0.0155787557514653,0.0335896495430395,..,..
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,98.7472686767578,98.8776245117188,99.0497894287109,98.7646604654583,99.5385818481445,99.8408203125,99.9313659667969,99.9900512695313,100,100,..,..
Algeria,DZA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,97.9352859575915,97.4304767961563,97.4341001159977,97.5639571316878,97.6737324903913,98.5730720965907,99.4790642340545,99.7645649276127,99.9651423192806,100,100,..,..
Algeria,DZA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,100,99.4009552001953,99.5713882446289,99.7414474487305,99.2567375886525,99.9607772827148,99.9942321777344,100,100,100,100,..,..
Algeria,DZA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,570.517629343269,575.698890148159,618.492768165501,652.801324581596,683.294872292539,709.091460589147,730.808988912893,786.414472257868,804.107088295137,890.625816371804,862.429721920887,894.284691075346,947.291219318706,866.307326953413,1016.63666871378,1123.33273070204,1237.96650680011,1278.91534303028,1362.87191909646,..,..,..,..,..,..
Algeria,DZA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,18.4709983538298,20.3423733544215,19.6930616456023,19.1057074766733,16.1537856130962,16.2892018779343,15.7190393518519,14.2335396165162,15.9232,13.1947515848445,17.870323056833,17.8702010968921,18.1106471816284,20.4124568193034,19.8779901167621,19.3249258160237,19.283237799885,18.4054099181833,17.1274244263877,..,..,..,..,..,..
Algeria,DZA,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,18.9576632957961,17.9252863823887,11.6510990072075,15.6061859692139,24.3280433350649,21.7733224781624,21.8116784052049,23.3915133405533,25.0557861405057,33.1208581252781,35.3131489233418,33.2064892108532,34.9215323551992,25.4632919558933,26.9139154193067,31.6384583052065,30.8464042255601,28.3523671800976,24.6767637702996,16.3116061029434,12.3106753085954,14.8688979087167,19.023326237193,..,..
Algeria,DZA,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
American Samoa,ASM,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Andorra,AND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Andorra,AND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,99.9996032714844,99.9938659667969,99.9709625244141,99.9254608154297,99.8642807006836,99.811767578125,99.7770462036133,99.7654571533203,99.7746963500977,99.8005142211914,99.8386764526367,99.8849487304688,99.9330368041992,99.9709091186523,99.9921569824219,99.9990539550781,100,100,100,100,100,..,..
Andorra,AND,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Andorra,AND,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,20,25.0560569763184,26.1385898590088,27.1979007720947,28.2321949005127,29.2503795623779,37.5,31.2847576141357,32.3241195678711,33.3937110900879,34.6,35.6665000915527,36.8723831176758,32,42,40.6680183410645,41.9628944396973,43.2592582702637,..,..
Angola,AGO,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,9.47707687113025,2.79941001601003,2.08223209109073,1.16736075031614,0.034922005961212,..,..,..,..,..,..,..,..,0.0192941252863778,3.8150702987396,..,..,..,..,..
Angola,AGO,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,..,..,30,45.2245407104492,46.9258499145508,48.6449546813965,50.3871955871582,52.1502571105957,66.1,55.7218933105469,57.5219917297363,82.0348510742188,82.5,72.7806396484375,67.7724914550781,51,64,70.0981140136719,71.8864593505859,73.6746673583984,..,..
Angola,AGO,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,51.108559232355,69.3269103396615,73.3091959875781,71.9108476915011,75.2646782438055,82.6165706534257,86.0188441202124,95.8531033808002,87.5353079955401,109.295229983613,144.715351206936,133.267238650675,172.384913941671,189.257653842021,206.454410524705,207.01334286459,219.253430320483,280.214546709728,312.228824978484,..,..,..,..,..,..
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,28.4046692607004,10.0349040139616,14.567526555387,14.5318352059925,14.6020761245675,14.5299145299145,14.6175637393768,12.9323308270677,26.4336917562724,23.7616654702082,11.7967332123412,13.3975753807896,10.009624639076,10.0105596620908,11.5066984767847,11.2723411785525,11.2669245647969,11.2706913339825,11.2658227848101,..,..,..,..,..,..
Angola,AGO,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,43.4424220687435,37.6985663442919,18.2585182474411,39.9072791092697,56.1268018092406,38.3873767664991,27.3557631402735,24.5440109424794,36.0491171196506,45.0195826219835,43.7841015446157,47.4848758294807,56.6104401134857,31.7612811096944,39.0141727953896,39.9722884727698,35.6759104049417,30.5546636394702,23.4496756491897,10.772403752276,10.7627453578925,16.2211043429117,26.7682069466731,..,..
Angola,AGO,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,92.2,100,100,100,98.3703689575195,98.488655090332,94.5520140336941,100,100,100,100,100,100,100,..,..
Antigua and Barbuda,ATG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,..,..,..,100,100,100,100,97.8042717925813,97.9686124851309,92.6743851586292,100,100,100,100,100,100,100,..,..
Antigua and Barbuda,ATG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,..,..,..,..,..,..,99.8374099731445,99.8357162475586,99.8506011962891,99.8778381347656,99.9151153564453,99.9506149291992,99.9793853759766,99.9948348999023,99.9994506835938,100,100,100,100,100,..,..
Antigua and Barbuda,ATG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Antigua and Barbuda,ATG,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,95.5110634674458,96.10791015625,96.384895324707,96.6386489868164,96.8673934936523,97.0800247192383,97.2881317138672,97.5032958984375,97.7371063232422,98.82,99.278694152832,99.4978561401367,99.4765548706055,100,99.8271179199219,99.9591217041016,100,100,..,..
Argentina,ARG,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,91.6191353404964,95.5799428203786,96.4787026978429,97.014567158427,97.101384017415,96.8265950696329,96.3305473215935,95.7641013160594,95.2894923094115,90.1959207389554,92.9318230346487,94.6814229520045,94.1993589666595,100,98.1367605031083,99.6911200842526,100,100,..,..
Argentina,ARG,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,..,..,95.9759826660156,96.1697845458984,96.3741073608398,96.5962295532227,96.8414840698242,97.1075592041016,97.3902206420898,97.6852264404297,97.9883422851563,99.6886825561523,99.9071731567383,99.9671783447266,99.9826507568359,99.8576202392578,99.9840850830078,99.9836120605469,99.9870910644531,100,..,..
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1728.12102600965,1848.00199700321,1967.25444445027,2033.77181116476,2088.80813962555,2120.57994317578,2014.47655733814,2180.32681692764,2293.30936850936,2408.43252466624,2374.09747110948,2455.656576487,2772.84322218275,2730.12323163118,2877.65265331343,2929.07502855568,3000.60352326565,2967.37655805218,3074.70207056563,..,..,..,..,..,..
Argentina,ARG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,17.524323393508,16.2632437965089,15.1637572285575,14.828438987411,14.8329771679226,14.2562281529157,17.1704971996258,15.265674236662,15.4195577297459,15.1254609397958,15.1175738520993,16.7174044593399,13.3827834610704,14.7474962885194,13.4253530571677,14.434796032573,13.599799449962,16.0183494154359,14.6573815349423,..,..,..,..,..,..
Argentina,ARG,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1.61467915822487,1.44826370202564,0.850515506881471,1.4425401893934,2.40768149993503,1.99273727781115,5.80334674012971,5.06466655688391,4.88426197986274,5.67800664263117,6.02972815943685,4.97412822794161,5.05455682105266,3.19753858756716,3.46666203913257,3.90286904845143,3.76621595953502,3.37108014544302,3.04386403943688,1.3562564931771,1.14484722976945,1.29893613269216,2.23589092166097,..,..
Argentina,ARG,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,1.37238716186195E-05,0,0,0,0,0.000124028541011859,0,7.71541294386987E-07,0.000663428955581501,0.000158727791372099,0.00079474473809317,0.00092369542842609,0.00305706151596074,0.000352151381760422,0.000510852055701006,0.00090410011055494,0.000552886074555955,0.00034368480131496,0.000198081100006231,9.11117811554155E-05,7.39530419057807E-05,7.31497752245053E-05,0.000124706514824957,..,..
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,98.9,100,98,99.2390213012695,99.2913589477539,99.8,99.3298950195313,99.3365783691406,99.3503265380859,99.3827133178711,99.8,99.8304901123047,99.8970260620117,99.894287109375,99.9572830200195,100,100,100,100,..,..
Armenia,ARM,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,98.5339727957264,100,95.8633128037288,99.3023309714118,99.3909969144158,99.6226997363048,99.2660249310908,99.1224344146078,98.9779631634828,98.8718413025364,99.9735229307912,99.7213182325273,99.7667583828346,99.7177140225413,99.8841981439114,100,100,100,100,..,..
Armenia,ARM,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,..,99.1,99.1861572265625,99.1896209716797,99.2036209106445,99.2354049682617,99.9,99.3660736083984,99.4584045410156,99.5630722045898,99.6758575439453,99.7,99.8936767578125,99.9727478027344,99.9972610473633,100,100,100,100,100,..,..
Armenia,ARM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1219.92752399533,1509.05384430509,1308.59105468,1307.53358182622,1297.56700485504,1269.22230959781,1236.33065236465,1320.44061960309,1440.32098962916,1521.49973719245,1639.78924432116,1773.15968189515,1669.40774200738,1661.3044182803,1726.25975778146,1807.03331574274,1892.01342889209,1931.2641152077,1961.61039526467,..,..,..,..,..,..
Armenia,ARM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,37.801738010943,20.6336042461436,28.4929736714586,25.1355606087109,25.3776435045317,26.1444734551784,25.6205834390288,22.5413561170696,15.8540630182421,15.8461294918474,13.1122706615048,13.1400474737199,15.4592720970537,14.8651031564098,11.2463410876598,12.1668909825034,12.2075659532106,12.3086900129702,11.9870967741935,..,..,..,..,..,..
Armenia,ARM,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.54561241859973,0.551497143477938,0.18747608557601,0.170480275113635,0.363203883730915,0.296755140331251,0.460041921777302,0.520673274294422,0.974003625800407,0.901240751571266,1.78886171122718,1.29706129940055,1.29454567258323,1.65663555927667,2.99212855726381,4.10302192949365,3.95521144791282,3.4055880950439,3.39391108380503,4.01650335610857,4.58316634350548,5.94786142873503,6.60117600604235,..,..
Armenia,ARM,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51968807277824E-06,0,..,..
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,91.6603980031457,100,100,100,100,100,100,100,100,100,93.3562921509542,100,100,100,100,100,100,100,100,..,..
Aruba,ABW,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Aruba,ABW,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,..,99.9725570678711,99.92724609375,99.8655776977539,99.8123550415039,99.7769317626953,99.7646484375,99.7731781005859,99.7982940673828,99.8357543945313,99.8813247680664,99.929069519043,99.9677200317383,99.9906387329102,99.9987411499023,100,100,100,100,100,..,..
Aruba,ABW,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.000819358991151628,0.0010024391251226,0.000848486758461518,0.000717946084777051,0.000703181870229586,0.000712137437420363,0.000657229262472976,0.00069997018501305,0.000685497461182196,0.000653399781742761,0.000940949466000533,0.000918692037769746,0.000949223427385254,0.000967668246336423,0.00236128359116282,0.00194805566810792,0.00197258928218556,0.00225777018575371,0.00326523583962658,0.00242329615261383,0.00336389674222041,0.00285848501106278,..,..,..
Aruba,ABW,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Australia,AUS,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Australia,AUS,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,99.9995422363281,99.9934692382813,99.9696197509766,99.9225692749023,99.8595199584961,99.8050689697266,99.7684173583984,99.7548980712891,99.7621994018555,99.7860794067383,99.8223114013672,99.8666458129883,99.914306640625,99.9563903808594,99.9853515625,99.9976654052734,100,100,100,100,100,..,..
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,9108.29556004587,9291.08386887725,9783.44289455401,10036.4577829441,10193.9121808594,10636.3776850564,10813.1227291694,10434.8743930758,10554.8158232062,10458.4501931865,10490.48454191,10972.8917398068,10749.1105547503,10791.5930978208,10726.9281831902,10627.2938650379,10407.7403070759,10220.8873013463,10071.3989785006,..,..,..,..,..,..
Australia,AUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,6.10125511211395,5.96717397137991,6.31271824796558,6.89348662014369,7.13795600960622,8.09355004124585,6.6242116651567,6.58020001269346,7.59947943368695,6.72310124503497,6.74567196758434,6.01615777495175,6.09323125151703,5.9114452125194,6.47731455644347,6.51577152264412,5.79870016088695,5.34009558490672,4.77958946927464,..,..,..,..,..,..
Australia,AUS,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,2.21698751216788,1.9351556105885,1.90304429956452,1.97722929754948,3.23143106220715,3.4711625819805,3.11354299043543,2.94637291006342,3.88317371674418,5.38616686803955,6.67572181556397,8.39559196956387,10.4851256731003,6.77593521696045,9.79183942219859,10.7323438854237,7.60025160126051,7.67728221206306,7.32302868110188,5.26146080247577,6.12082210695187,7.15950380730281,7.50227524129786,..,..
Australia,AUS,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0.103825905035179,0.0994852936888272,0.165201487575721,0.101798069901988,0.180652719502038,0.666087214997597,0.403241195061469,0.2673306003871,0.973777153235351,1.01958520596306,1.05887600203315,0.823238850099488,2.92021918738529,1.40837945420969,1.88294759074609,2.29247090459221,1.1189844228551,0.737920988216567,0.699897987471877,0.463394673149943,0.589827889414192,0.770984555427397,0.78475199670187,..,..
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Austria,AUT,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Austria,AUT,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,100,100,99.9996032714844,99.9938659667969,99.9709625244141,99.9254608154297,99.8642807006836,99.811767578125,99.7770462036133,99.7654571533203,99.7746963500977,99.8005142211914,99.8386764526367,99.8849487304688,99.9330368041992,99.9709091186523,99.9921569824219,99.9990539550781,100,100,100,100,100,..,..
Austria,AUT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,6607.2229774104,6620.44786165131,6706.7086768874,6972.18981612858,7076.26948339438,7333.23195262844,7427.65644509121,7695.08003708217,7808.15779213961,7977.68159741774,8244.40195190479,8207.47473897554,8233.01483290985,7944.79609623168,8382.71115445338,8425.16775320399,8548.88219928111,8509.61158033605,8355.84195182134,..,..,..,..,..,..
Austria,AUT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,6.05704259528876,5.71967316153363,5.97388660346986,5.54275986380933,5.33954638073287,6.03926834460511,5.21859453760749,5.66810678692531,5.52883063214309,5.32510428458449,5.10387567029509,5.22173740579135,5.00395171163353,5.40141142409072,4.93272882503606,5.31057297019527,4.88866249454228,5.24864446165763,5.32978447156583,..,..,..,..,..,..
Austria,AUT,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.137194194827133,0.123055726805853,0.0847128486636411,0.0892790490610938,0.149779613384061,0.159477077076335,0.159520174352475,0.153375385351,0.130576289750427,0.152126688014402,0.195083048477042,0.229398704217788,0.263908481877666,0.181966083807047,0.235936467352341,0.27686286251345,0.262606094281325,0.239290367404262,0.197808551890575,0.134073998402322,0.113297351582303,0.134710785549635,0.148450262102059,..,..
Austria,AUT,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0.00021189790108816,8.97099271249504E-05,0.000184955118117755,3.45345074833371E-05,0.000462536003282097,0.00173812502061598,0.000579671356205795,0.00046136077970406,0.000709136645908323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,97,98.9082224496759,98.6376953125,100,99.0275115966797,99.189811706543,99.3271026611328,99.5,99.5649337768555,99.6886520385742,99.8310089111328,99.9382934570313,99.9,100,100,100,100,100,100,100,..,..
Azerbaijan,AZE,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,94.4504611099383,98.0660884019975,97.778812728316,100,98.549410872259,98.8460231858868,99.0668647874987,99.1672354516098,99.3696983630749,99.5088881598285,99.715603859603,99.8885180169635,99.9,100,100,100,100,100,100,100,..,..
Azerbaijan,AZE,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,..,..,..,99.4314880371094,99.7049277072883,99.443733215332,99.4511260986328,99.4690475463867,99.5047607421875,99.563606262207,99.8,99.7395324707031,99.8481292724609,99.9325714111328,99.9817199707031,99.9,100,100,100,100,100,100,100,..,..
Azerbaijan,AZE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1852.89192322556,1813.67014320799,1936.93921395172,2022.48598540603,2040.4790895311,2106.47006608147,1996.70825200839,2235.45985596483,2281.94787214832,2388.38873430769,2552.28621435433,2118.21052754245,2040.76043544743,1620.3874199013,1603.43137406492,1705.4246326371,2052.65096521176,2092.53652062946,2202.39391828846,..,..,..,..,..,..
